0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
56	0	0
57	0	0
58	0	0
59	0	0
60	0	0
61	0	0
62	0	0
63	0	0
64	0	0
65	0	0
66	0	0
67	0	0
68	0	0
69	0	0
70	0	0
71	0	0
72	0	0
73	0	0
74	0	0
75	0	0
76	30	26
77	29	27
78	18	24
79	19	24
80	19	24
81	31	26
82	19	24
83	19	24
84	19	24
85	19	24
86	19	24
87	19	24
88	255	255
89	255	255
90	31	26
91	30	26
92	30	26
93	255	255
94	30	26
95	30	26
96	30	26
97	30	26
98	30	26
99	30	26
100	255	255
101	30	26
102	29	26
103	255	255
104	29	27
105	255	255
106	29	27
107	26	26
108	18	25
109	18	26
110	25	27
111	29	28
112	28	28
113	23	27
114	17	27
115	17	26
116	18	26
117	18	26
118	18	26
119	18	26
120	18	26
121	18	26
122	18	26
123	18	26
124	18	25
125	19	25
126	255	255
127	30	27
128	29	28
129	44	30
130	45	27
131	42	25
132	38	24
133	32	23
134	29	21
135	21	21
136	20	20
137	21	19
138	21	19
139	21	18
140	22	18
141	22	18
142	22	17
143	22	17
144	22	16
145	23	16
146	23	16
147	23	16
148	23	16
149	23	15
150	23	15
151	23	15
152	23	15
153	23	15
154	23	15
155	23	14
156	24	14
157	24	14
158	24	14
159	24	14
160	24	14
161	24	14
162	24	13
163	24	13
164	24	13
165	24	13
166	24	13
167	24	13
168	24	13
169	24	13
170	23	14
171	255	255
172	33	18
173	23	18
174	21	19
175	21	20
176	21	20
177	21	20
178	21	20
179	21	20
180	20	20
181	20	20
182	20	21
183	20	21
184	20	21
185	255	255
186	27	22
187	20	21
188	20	22
189	20	22
190	20	22
191	20	22
192	20	22
193	20	22
194	20	22
195	20	22
196	20	22
197	20	22
198	20	22
199	20	22
200	19	22
201	19	22
202	19	23
203	19	23
204	19	23
205	255	255
206	255	255
207	31	25
208	30	25
209	30	25
210	30	25
211	30	25
212	30	25
213	30	25
214	255	255
215	30	25
216	30	25
217	30	25
218	30	26
219	30	26
220	30	26
221	30	26
222	30	26
223	30	26
224	30	26
225	30	26
226	30	26
227	30	26
228	30	26
229	30	26
230	30	26
231	30	26
232	30	26
233	30	26
234	30	26
235	30	26
236	30	26
237	30	26
238	30	26
239	30	26
240	30	26
241	27	26
242	26	26
243	27	26
244	27	26
245	27	26
246	27	26
247	26	26
248	27	26
249	27	26
250	27	26
251	27	26
252	27	26
253	27	26
254	27	26
255	27	26
256	27	26
257	27	26
258	27	26
259	27	26
260	27	26
261	27	26
262	27	26
263	27	26
264	27	26
265	26	26
266	27	26
267	27	26
268	27	26
269	27	26
270	27	26
271	27	26
272	28	26
273	26	26
274	27	26
275	27	26
276	27	26
277	27	26
278	28	26
279	26	26
280	27	26
281	29	26
282	30	26
283	255	255
284	255	255
285	22	17
286	22	18
287	22	18
288	22	18
289	22	18
290	22	18
291	22	18
292	22	18
293	22	18
294	21	18
295	23	19
296	31	19
297	35	19
298	41	19
299	45	20
300	47	20
301	50	20
302	54	21
303	58	21
304	62	21
305	63	21
306	65	21
307	65	22
308	68	22
309	69	22
310	71	22
311	71	22
312	73	23
313	75	23
314	77	23
315	79	24
316	80	24
317	81	24
318	82	24
319	83	24
320	83	24
321	84	24
322	84	24
323	84	24
324	84	24
325	86	24
326	86	24
327	86	25
328	86	25
329	86	25
330	86	25
331	88	25
332	88	25
333	88	25
334	88	25
335	88	25
336	88	25
337	88	26
338	88	26
339	88	26
340	88	26
341	88	26
342	88	26
343	88	26
344	88	26
345	88	26
346	88	26
347	88	26
348	88	26
349	88	26
350	88	26
351	88	26
352	88	26
353	88	26
354	88	26
355	88	26
356	88	25
357	88	25
358	88	25
359	88	25
360	87	25
361	86	25
362	86	24
363	87	24
364	86	24
365	84	24
366	84	24
367	83	24
368	83	24
369	82	24
370	82	24
371	81	23
372	81	23
373	80	23
374	79	23
375	78	22
376	77	22
377	76	22
378	73	21
379	73	21
380	73	22
381	72	22
382	70	22
383	255	255
